# confusables.txt
# Ngày: 22/07/2025, 05:49:37 GMT
# © 2025 Unicode®, Inc.
# Unicode và Logo Unicode là các nhãn hiệu đã được đăng ký của Unicode, Inc. tại Hoa Kỳ và các quốc gia khác.
# Để biết các điều khoản sử dụng và giấy phép, vui lòng xem https://www.unicode.org/terms_of_use.html
#
# Cơ chế bảo mật Unicode cho UTS #39
# Phiên bản: 17.0.0
#
# Để biết tài liệu và hướng dẫn sử dụng, vui lòng xem https://www.unicode.org/reports/tr39
#
05AD ; 0596 ; MA # ( ֭ → ֖ ) GIỌNG HEBREW DEHI → GIẤC HEBREW TIPEHA #
2000 ; 0020 ; MA #* ( → ) EN QUAD → SPACE #
2001 ; 0020 ; MA #* ( → ) EM QUAD → SPACE #
2002 ; 0020 ; MA #* ( → ) EN SPACE → SPACE #
2003 ; 0020 ; MA #* ( → ) KHÔNG GIAN EM → KHÔNG GIAN #
2004 ; 0020 ; MA #* ( → ) KHOẢNG TRỐNG BA TRÊN MỖI MỖI → KHOẢNG TRỐNG #
2005 ; 0020 ; MA #* ( → ) KHOẢNG TRỐNG BỐN TRÊN MỖI MỖI → KHOẢNG TRỐNG #
2006 ; 0020 ; MA #* ( → ) SIX-PER-EM SPACE → SPACE #
2008 ; 0020 ; MA #* ( → ) DẤU CHẤM CÂU KHOẢNG TRỐNG → KHOẢNG TRỐNG #
2009 ; 0020 ; MA #* ( → ) KHÔNG GIAN MỎNG → KHÔNG GIAN #
200A ; 0020 ; MA #* ( → ) KHOẢNG TRỐNG TÓC → KHOẢNG TRỐNG #
205F ; 0020 ; MA #* ( → ) KHÔNG GIAN TOÁN HỌC TRUNG BÌNH → KHÔNG GIAN #
00A0 ; 0020 ; MA #* ( → ) KHOẢNG TRỐNG KHÔNG NGẮT → KHOẢNG TRỐNG #
2007 ; 0020 ; MA #* ( → ) KHÔNG GIAN HÌNH ẢNH → KHÔNG GIAN #
202F ; 0020 ; MA #* ( → ) KHOẢNG TRỐNG HẸP KHÔNG NGẮT → KHOẢNG TRỐNG #

07FA ; 005F ; MA # ( ‎‎ → _ ) NKO LAJANYALAN → LOW LINE #
FE4D ; 005F ; MA # ( ﹍ → _ ) ĐƯỜNG THẤP ĐỨNG → ĐƯỜNG THẤP #
FE4E ; 005F ; MA # ( ﹎ → ​​_ ) ĐƯỜNG TRUNG TÂM ĐƯỜNG THẤP → ĐƯỜNG THẤP #
FE4F ; 005F ; MA # ( ﹏ → _ ) ĐƯỜNG THẤP LÀN SÓNG → ĐƯỜNG THẤP #

2010 ; 002D ; MA #* ( ‐ → - ) DẤU GẠCH NGANG → DẤU GẠCH NGANG TRỪ #
2011 ; 002D ; MA #* ( ‑ → - ) DẤU GẠCH NGANG KHÔNG NGẮT → DẤU GẠCH NGANG TRỪ #
2012 ; 002D ; MA #* ( ‒ → - ) HÌNH GẠCH NGANG → DẤU GẠCH NGANG TRỪ #
2013 ; 002D ; MA #* ( – → - ) EN DASH → HYPHEN-MINUS #
FE58 ; 002D ; MA #* ( ﹘ → - ) DẤU GẠCH NGANG NHỎ → DẤU GẠCH NGANG TRỪ #
06D4 ; 002D ; MA #* ( ‎۔‎ → - ) DẤU CHẤM TIẾNG Ả RẬP → DẤU GẠCH NGANG-TRỪ # →‐→
2043 ; 002D ; MA #* ( ⁃ → - ) DẤU GẠCH NGANG DẤU CHẤM → DẤU GẠCH NGANG TRỪ # →‐→
02D7 ; 002D ; MA #* ( ˗ → - ) CHỮ CÁI BỔ SUNG DẤU TRỪ → DẤU GẠCH NGANG-TRỪ #
2212 ; 002D ; MA #* ( − → - ) DẤU TRỪ → DẤU GẠCH NGANG-TRỪ #
2796 ; 002D ; MA #* ( ➖ → - ) DẤU TRỪ ĐẬM → DẤU GẠCH NGANG-TRỪ # →−→
2CBB ; 002D ; MA # ( ⲻ → - ) COPTIC CHỮ CÁI THƯỜNG DẠNG-P NI → DẤU GẠCH NGANG-DẤU TRỪ # →−→
2CBA ; 002D ; MA # ( Ⲻ → - ) COPTIC CHỮ IN HOA PHƯƠNG NGÔN-P NI → DẤU GẠCH NGANG-TRỪ # →‒→

2A29 ; 002D 0313 ; MA #* ( ⨩ → -̓ ) DẤU TRỪ CÓ DẤU PHẨY Ở TRÊN → DẤU PHẨY KẾT HỢP DẤU PHẨY Ở TRÊN # →−̓→

2E1A ; 002D 0308 ; MA #* ( ⸚ → -̈ ) DẤU GẠCH NGANG CÓ DẤU CHẤM → DẤU GẠCH NGANG KẾT HỢP #

FB29 ; 002D 0307 ; MA #* ( ﬩ → -̇ ) CHỮ CÁI TIẾNG HÊ DẤU CỘNG THAY THẾ → DẤU GẠCH NGANG-DẤU TRỪ, DẤU CHẤM KẾT HỢP PHÍA TRÊN # →∸→→−̇→
2238 ; 002D 0307 ; MA #* ( ∸ → -̇ ) DẤU CHẤM TRỪ → DẤU GẠCH NGANG TRỪ, KẾT HỢP DẤU CHẤM TRÊN # →−̇→
2CB3 ; 002D 0307 ; MA # ( ⲳ → -̇ ) COPTIC CHỮ CÁI THƯỜNG PHƯƠNG → DẤU GẠCH NGANG-DẤU TRỪ, DẤU CHẤM KẾT HỢP PHÍA TRÊN # →﬩→→∸→→−̇→
2CB2 ; 002D 0307 ; MA # ( Ⲳ → -̇ ) CHỮ IN HOA COPTIC PHƯƠNG NGÔN-P ALEF → DẤU GẠCH NGANG-DẤU TRỪ, DẤU CHẤM KẾT HỢP PHÍA TRÊN # →﬩→→∸→→−̇→

2A2A ; 002D 0323 ; MA #* ( ⨪ → -̣ ) DẤU TRỪ CÓ CHẤM BÊN DƯỚI → DẤU GẠCH NGANG KẾT HỢP CHẤM BÊN DƯỚI # →−̣→

A4FE ; 002D 002E ; MA #* ( ꓾ → -. ) LISU DẤU CHẤM CÂU DẤU PHẨY → DẤU GẠCH NGANG, DẤU CHẤM #

FF5E ; 301C ; MA #* ( ～ → 〜 ) DẤU NGÃ BA TOÀN CHIỀU RỘNG → DẤU GẠCH LÊN #

060D ; 002C ; MA #* ( ‎؍‎ → , ) DẤU PHÂN CÁCH NGÀY THÁNG TIẾNG Ả RẬP → DẤU PHẨY # →‎٫‎→
066B ; 002C ; MA #* ( ‎٫‎ → , ) DẤU PHÂN CÁCH THẬP PHÂN Ả RẬP → DẤU PHẨY #
201A ; 002C ; MA #* ( ‚ → , ) DẤU NGOẶC KÉP ĐƠN LOW-9 → DẤU PHẨY #
00B8 ; 002C ; MA #* ( ¸ → , ) CEDILLA → COMMA #
A4F9 ; 002C ; MA # ( ꓹ → , ) LISU THƯ TONE NA PO → COMMA #

2E32 ; 060C ; MA #* ( ⸲ → ، ) DẤU PHẨY ĐẢO CHIỀU → DẤU PHẨY Ả RẬP #
066C ; 060C ; MA #* ( ‎٬‎ → ، ) Dấu phân cách hàng nghìn Ả Rập → Dấu phẩy Ả Rập #

037E ; 003B ; MA #* ( ; → ; ) DẤU HỎI HY LẠP → DẤU CHẤM PHẨY #

2E35 ; 061B ; MA #* ( ⸵ → ‎؛‎ ) DẤU CHẤM PHẨY → DẤU CHẤM PHẨY Ả RẬP #

0903 ; 003A ; MA # ( ः → : ) DEVANAGARI SIGN VISARGA → COLON #
0A83 ; 003A ; MA # ( ઃ → : ) GUJARATI SIGN VISARGA → COLON #
FF1A ; 003A ; MA #* ( ： → : ) DẤU HAI CHẤM TOÀN CHIỀU RỘNG → DẤU HAI CHẤM # →︰→
0589 ; 003A ; MA #* ( ։ → : ) DẤU CHẤM TIẾNG ARMENIA → DẤU HAI CHẤM #
0703 ; 003A ; MA #* ( ‎܃‎ → : ) DẤU ĐẠI TRỰC TUYẾN SYRIAC → DẤU ĐẠI TRỰC TUYẾN #
0704 ; 003A ; MA #* ( ‎܄‎ → : ) DẤU HAI CHẤM DƯỚI DẠNG SYRIAC → DẤU HAI CHẤM #
16EC ; 003A ; MA #* ( ᛬ → : ) DẤU CHẤM NHIỀU CHỮ RUNIC → DẤU HAI CHẤM #
FE30 ; 003A ; MA #* ( ︰ → : ) MẪU TRÌNH BÀY CHO DẤU CHẤM HAI DỌC → DẤU HAI CHẤM #
1803 ; 003A ; MA #* ( ᠃ → : ) DẤU CHẤM MÔNG CỔ → DẤU HAI CHẤM #
1809 ; 003A ; MA #* ( ᠉ → : ) MÔNG CỔ MỸ DẤU CHẤM → DẤU HAI CHẤM #
205A ; 003A ; MA #* ( ⁚ → : ) DẤU CHẤM HAI CHẤM → DẤU HAI CHẤM #
05C3 ; 003A ; MA #* ( ‎׃‎ → : ) DẤU CHẤM CÂU TIẾNG DO THÁI SOF PASUQ → DẤU HAI CHẤM #
02F8 ; 003A ; MA #* ( ˸ → : ) CHỮ CÁI BỔ SUNG DẤU HAI CHẤM NÂNG CAO → DẤU HAI CHẤM #
A789 ; 003A ; MA #* ( ꞉ → : ) CHỮ CÁI BỔ SUNG DẤU HAI CHẤM → DẤU HAI CHẤM #
2236 ; 003A ; MA #* ( ∶ → : ) TỶ LỆ → DẤU HAI CHẤM #
02D0 ; 003A ; MA # ( ː → : ) CHỮ CÁI BỔ SUNG DẤU HAI CHẤM HÌNH TAM GIÁC → DẤU HAI CHẤM #
A4FD; 003A ; MA # ( ꓽ → : ) LISU THƯ GIẢNG MYA JEU → COLON #
11DD9 ; 003A ; MA # ( 𑷙 → : ) TOLONG SIKI SIGN SELA → COLON #

2A74 ; 003A 003A 003D ; MA #* ( ⩴ → ::= ) DẤU HAI CHẤM KÉP BẰNG → DẤU HAI CHẤM, DẤU HAI CHẤM, DẤU BẰNG #

29F4 ; 003A 2192 ; MA #* ( ⧴ → :→ ) QUY TẮC TRÌ HOÃN → DẤU HAI CHẤM, MŨI TÊN HƯỚNG PHẢI #

FF01 ; 0021 ; MA #* ( ！ → ! ) DẤU CHẤM THAN TOÀN CHIỀU RỘNG → DẤU CHẤM THAN # →ǃ→
01C3 ; 0021 ; MA # ( ǃ → ! ) CHỮ CÁI LATIN PHẢN XẠ NHẤP → DẤU CHẤM THAN #
2D51 ; 0021 ; MA # ( ⵑ → ! ) THƯ TIFINAGH TUAREG YANG → DẤU CHẾT #

203C ; 0021 0021 ; MA #* ( ‼ → !! ) DẤU CHẤM THAN KÉP → DẤU CHẤM THAN, DẤU CHẤM THAN #

2049 ; 0021 003F ; MA #* ( ⁉ → !? ) DẤU CHẤM THAN DẤU HỎI → DẤU CHẤM THAN, DẤU HỎI #

0294 ; 003F ; MA # ( ʔ → ? ) CHỮ CÁI LATIN ÂM TẮT THANH QUẢN → DẤU HỎI #
0241 ; 003F ; MA # ( Ɂ → ? ) CHỮ CÁI LATIN VIẾT HOA ÂM TẮT THANH QUẢN → DẤU HỎI # →ʔ→
097D ; 003F ; MA # ( ॽ → ? ) CHỮ CÁI DEVANAGARI DẤU CHẶN THANH QUẢN → DẤU HỎI #
13AE ; 003F ; MA # ( Ꭾ → ? ) CHỮ CÁI CHEROKEE HE → DẤU HỎI # →Ɂ→→ʔ→
A6EB ; 003F ; MA # ( ꛫ → ? ) THƯ BAMUM NTUU → DẤU CÂU HỎI # →ʔ→

2048 ; 003F 0021 ; MA #* ( ⁈ → ?! ) DẤU HỎI DẤU CHẤM THAN → DẤU HỎI, DẤU CHẤM THAN #

2047 ; 003F 003F ; MA #* ( ⁇ → ?? ) DẤU HỎI KÉP → DẤU HỎI, DẤU HỎI #

2E2E ; 061F ; MA #* ( ⸮ → ‎؟‎ ) DẤU HỎI NGƯỢC → DẤU HỎI TIẾNG Ả RẬP #

1D16D ; 002E ; MA # ( 𝅭 → . ) KÝ HIỆU ÂM NHẠC KẾT HỢP TĂNG CƯỜNG DẤU CHẤM → DẤU CHẤM #
2024 ; 002E ; MA #* ( ․ → . ) ONE DOT LEADER → FULL STOP #
0701 ; 002E ; MA #* ( ‎܁‎ → . ) DẤU CHẤM TUYẾN TÍNH SYRIAC → DẤU CHẤM #
0702 ; 002E ; MA #* ( ‎܂‎ → . ) DẤU CHẤM DƯỚI DẠNG SYRIAC → DẤU CHẤM #
A60E ; 002E ; MA #* ( ꘎ → . ) VAI DẤU CHẤM → DẤU CHẤM #
10A50 ; 002E ; MA #* ( ‎𐩐‎ → . ) KHAROSHTHI DẤU CHẤM → DỪNG ĐẦY ĐỦ #
0660 ; 002E ; MA # ( ‎٠‎ → . ) CHỮ SỐ Ả RẬP 0 → DẤU CHẤM #
06F0 ; 002E ; MA # ( ۰ → . ) CHỮ SỐ MỞ RỘNG TRONG CHỮ SỐ Ả RẬP 0 → DẤU CHẤM # →‎٠‎→
A4F8 ; 002E ; MA # ( ꓸ → . ) LISU CHỮ CÁI THANH MYA TI → DẤU CHẤM #

A4FB ; 002E 002C ; MA # ( ꓻ → ., ) LISU CHỮ CÁI THANH MYA BO → DẤU CHẤM, DẤU PHẨY #

2025 ; 002E 002E ; MA #* ( ‥ → .. ) HAI DẤU CHẤM DẪN ĐẦU → DẤU CHẤM, DẤU CHẤM #
A4FA ; 002E 002E ; MA # ( ꓺ → .. ) LISU CHỮ CÁI THANH MYA CYA → DẤU CHẤM, DẤU CHẤM #

2026 ; 002E 002E 002E ; MA #* ( … → ... ) DẤU BA CHẤM NGANG → DẤU CHẤM, DẤU CHẤM, DẤU CHẤM #

A6F4 ; A6F3 A6F3 ; MA #* ( ꛴ → ꛳꛳ ) BAMUM DẤU HAI CHẤM → BAMUM DẤU CHẤM, BAMUM DẤU CHẤM #

30FB ; 00B7 ; MA # ( ・ → · ) KATAKANA DẤU CHẤM GIỮA → DẤU CHẤM GIỮA # →•→
FF65 ; 00B7 ; MA # ( ･ → · ) NỬA CHẤM KATAKANA → CHẤM GIỮA # →•→
16EB ; 00B7 ; MA #* ( ᛫ → · ) DẤU CHẤM ĐƠN RUNIC → DẤU CHẤM GIỮA #
0387 ; 00B7 ; MA # ( · → · ) TIẾNG HY LẠP ANO TELEIA → DẤU CHẤM GIỮA #
2E31 ; 00B7 ; MA #* ( ⸱ → · ) DẤU CHẤM GIỮA → DẤU CHẤM GIỮA #
10101 ; 00B7 ; MA #* ( 𐄁 → · ) DẤU CHẤM PHÂN CÁCH TỪ AEGEAN → DẤU CHẤM GIỮA #
2022 ; 00B7 ; MA #* ( • → · ) DẤU CHẤM ĐẦU DẤU → DẤU CHẤM GIỮA #
2027 ; 00B7 ; MA #* ( ‧ → · ) DẤU GẠCH NGANG → DẤU CHẤM GIỮA #
2219 ; 00B7 ; MA #* ( ∙ → · ) BIỂU ĐỒ DẤU CHẤM → DẤU CHẤM GIỮA #
22C5 ; 00B7 ; MA #* ( ⋅ → · ) DẤU CHẤM → DẤU CHẤM GIỮA #
A78F ; 00B7 ; MA # ( ꞏ → · ) CHỮ CÁI LATIN DẤU CHẤM SINOLOGICAL → DẤU CHẤM GIỮA #
1427 ; 00B7 ; MA # ( ᐧ → · ) ÂM TIẾT CANADA DẤU CHẤM GIỮA CUỐI → DẤU CHẤM GIỮA #

22EF ; 00B7 00B7 00B7 ; MA #* ( ⋯ → ··· ) DẤU CHẤM NGANG ĐƯỜNG GIỮA → DẤU CHẤM GIỮA, DẤU CHẤM GIỮA, DẤU CHẤM GIỮA #
2D48 ; 00B7 00B7 00B7 ; MA # ( ⵈ → ··· ) THƯ TIFINAGH TUAREG YAQ → CHẤM TRUNG, CHẤM TRUNG, CHẤM TRUNG # →⋯→

1444 ; 00B7 003C ; MA # ( ᑄ → ·< ) ÂM TIẾT CANADA PWA → DẤU CHẤM GIỮA, DẤU NHỎ HƠN # →ᐧᐸ→

22D7 ; 00B7 003E ; MA #* ( ⋗ → ·> ) Dấu lớn hơn có dấu chấm → Dấu chấm ở giữa, dấu lớn hơn # →ᑀ→→ᐧᐳ→
1437 ; 00B7 003E ; MA # ( ᐷ → ·> ) KÝ TỰ ÂM TIẾT CANADA HI → DẤU CHẤM GIỮA, DẤU LỚN HƠN # →ᑀ→→ᐧᐳ→
1440 ; 00B7 003E ; MA # ( ᑀ → ·> ) ÂM TIẾT CANADA PWO → DẤU CHẤM GIỮA, DẤU LỚN HƠN # →ᐧᐳ→

152F ; 00B7 0034 ; MA # ( ᔯ → ·4 ) ÂM TIẾT CANADA YWE → DẤU CHẤM GIỮA, CHỮ SỐ BỐN # →ᐧ4→

147E ; 00B7 0062 ; MA # ( ᑾ → ·b ) ÂM TIẾT CANADA KWA → DẤU CHẤM GIỮA, CHỮ CÁI LATIN THƯỜNG B # →ᐧᑲ→

1480 ; 00B7 0062 0307 ; MA # ( ᒀ → ·ḃ ) ÂM TIẾT CANADA KWAA → DẤU CHẤM Ở GIỮA, CHỮ CÁI LATIN THƯỜNG B, DẤU CHẤM KẾT HỢP PHÍA TRÊN # →ᐧᑳ→

147A ; 00B7 0064 ; MA # ( ᑺ → ·d ) ÂM TIẾT CANADA KWO → DẤU CHẤM GIỮA, CHỮ CÁI LATIN THƯỜNG D # →ᐧᑯ→

1498 ; 00B7 004A ; MA # ( ᒘ → ·J ) BẢNG ÂM TIẾT CANADA CWO → DẤU CHẤM GIỮA, CHỮ CÁI LATIN VIẾT HOA J # →ᐧᒍ→

14B6 ; 00B7 004C ; MA # ( ᒶ → ·L ) ÂM TIẾT CANADA MWA → DẤU CHẤM GIỮA, CHỮ CÁI LATIN VIẾT HOA L # →ᐧL→

1476 ; 00B7 0050 ; MA # ( ᑶ → ·P ) ÂM TIẾT CANADA KWI → DẤU CHẤM GIỮA, CHỮ CÁI LATIN VIẾT HOA P # →ᐧᑭ→

1457 ; 00B7 0055 ; MA # ( ᑗ → ·U ) ÂM TIẾT CANADA TWE → DẤU CHẤM GIỮA, CHỮ CÁI LATIN VIẾT HOA U # →ᐧᑌ→→·ᑌ→

143A ; 00B7 0056 ; MA # ( ᐺ → ·V ) ÂM TIẾT CANADA PWE → DẤU CHẤM GIỮA, CHỮ CÁI LATIN VIẾT HOA V # →ᐧᐯ→

143C ; 00B7 0245 ; MA # ( ᐼ → ·Ʌ ) ÂM TIẾT CANADA PWI → DẤU CHẤM GIỮA, CHỮ CÁI LATIN VIẾT HOA ĐẢO CHIỀU V # →ᐧᐱ→→·ᐱ→

14AE ; 00B7 0393 ; MA # ( ᒮ → ·Γ ) BẢNG ÂM TIẾT CANADA MWI → DẤU CHẤM GIỮA, CHỮ CÁI HY LẠP VIẾT HOA GAMMA # →ᐧᒥ→→·ᒥ→

140E ; 00B7 0394 ; MA # ( ᐎ → ·Δ ) BẢNG CHỮ ÂM TIẾT CANADA WI → DẤU CHẤM GIỮA, CHỮ CÁI HY LẠP VIẾT HOA DELTA # →ᐧᐃ→

1459 ; 00B7 0548 ; MA # ( ᑙ → ·Ո ) ÂM TIẾT CANADA TWI → DẤU CHẤM GIỮA, CHỮ CÁI HOA ARMENIA VO # →ᐧᑎ→→·ᑎ→

140C ; 00B7 1401 ; MA # ( ᐌ → ·ᐁ ) ÂM TIẾT CANADA WE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA E # →ᐧᐁ→

1410 ; 00B7 1404 ; MA # ( ᐐ → ·ᐄ ) BẢNG ÂM TIẾT CANADA WII → DẤU CHẤM GIỮA, BẢNG ÂM TIẾT CANADA II # →ᐧᐄ→

1412 ; 00B7 1405 ; MA # ( ᐒ → ·ᐅ ) ÂM TIẾT CANADA WO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA O # →ᐧᐅ→

1414 ; 00B7 1406 ; MA # ( ᐔ → ·ᐆ ) ÂM TIẾT CANADA WOO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA OO # →ᐧᐆ→

1417 ; 00B7 140A ; MA # ( ᐗ → ·ᐊ ) ÂM TIẾT CANADA WA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA A # →ᐧᐊ→

1419 ; 00B7 140B ; MA # ( ᐙ → ·ᐋ ) ÂM TIẾT CANADA WAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA AA # →ᐧᐋ→

143E ; 00B7 1432 ; MA # ( ᐾ → ·ᐲ ) ÂM TIẾT CANADA PWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA PII # →ᐧᐲ→

1442 ; 00B7 1434 ; MA # ( ᑂ → ·ᐴ ) ÂM TIẾT CANADA PWOO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA POO # →ᐧᐴ→

1446 ; 00B7 1439 ; MA # ( ᑆ → ·ᐹ ) ÂM TIẾT CANADA PWAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA PAA # →ᐧᐹ→

145B ; 00B7 144F ; MA # ( ᑛ → ·ᑏ ) ÂM TIẾT CANADA TWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA TII # →ᐧᑏ→

1454 ; 00B7 1450 ; MA # ( ᑔ → ·ᑐ ) ÂM TIẾT CANADA MANG DI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA ĐẾN # →ᑝ→→ᐧᑐ→
145D ; 00B7 1450 ; MA # ( ᑝ → ·ᑐ ) ÂM TIẾT CANADA HAI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA ĐẾN # →ᐧᑐ→

145F ; 00B7 1451 ; MA # ( ᑟ → ·ᑑ ) ÂM TIẾT CANADA HAI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA HAI # →ᐧᑑ→

1461 ; 00B7 1455 ; MA # ( ᑡ → ·ᑕ ) ÂM TIẾT CANADA TWA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA TA # →ᐧᑕ→

1463 ; 00B7 1456 ; MA # ( ᑣ → ·ᑖ ) ÂM TIẾT CANADA TWAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA TAA # →ᐧᑖ→

1474 ; 00B7 146B ; MA # ( ᑴ → ·ᑫ ) ÂM TIẾT CANADA KWE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA KE # →ᐧᑫ→

1478 ; 00B7 146E ; MA # ( ᑸ → ·ᑮ ) ÂM TIẾT CANADA KWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA KII # →ᐧᑮ→

147C ; 00B7 1470 ; MA # ( ᑼ → ·ᑰ ) ÂM TIẾT CANADA KWOO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA KOO # →ᐧᑰ→

1492 ; 00B7 1489 ; MA # ( ᒒ → ·ᒉ ) ÂM TIẾT CANADA CWE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA CE # →ᐧᒉ→

1494 ; 00B7 148B ; MA # ( ᒔ → ·ᒋ ) ÂM TIẾT CANADA CWI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA CI # →ᐧᒋ→

1496 ; 00B7 148C ; MA # ( ᒖ → ·ᒌ ) ÂM TIẾT CANADA CWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA CII # →ᐧᒌ→

149A ; 00B7 148E ; MA # ( ᒚ → ·ᒎ ) ÂM TIẾT CANADA CWOO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA COO # →ᐧᒎ→

149C ; 00B7 1490 ; MA # ( ᒜ → ·ᒐ ) ÂM TIẾT CANADA CWA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA CA # →ᐧᒐ→

149E ; 00B7 1491 ; MA # ( ᒞ → ·ᒑ ) ÂM TIẾT CANADA CWAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA CAA # →ᐧᒑ→

14AC ; 00B7 14A3 ; MA # ( ᒬ → ·ᒣ ) ÂM TIẾT CANADA MWE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA ME # →ᐧᒣ→

14B0 ; 00B7 14A6 ; MA # ( ᒰ → ·ᒦ ) ÂM TIẾT CANADA MWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA MII # →ᐧᒦ→

14B2 ; 00B7 14A7 ; MA # ( ᒲ → ·ᒧ ) ÂM TIẾT CANADA MWO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA MO # →ᐧᒧ→

14B4 ; 00B7 14A8 ; MA # ( ᒴ → ·ᒨ ) ÂM TIẾT CANADA MWOO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA MOO # →ᐧᒨ→

14B8 ; 00B7 14AB ; MA # ( ᒸ → ·ᒫ ) ÂM TIẾT CANADA MWAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA MAA # →ᐧᒫ→

14C9 ; 00B7 14C0 ; MA # ( ᓉ → ·ᓀ ) ÂM TIẾT CANADA NWE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA NE # →ᐧᓀ→

18C6 ; 00B7 14C2 ; MA # ( ᣆ → ·ᓂ ) ÂM TIẾT CANADA NWI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA NI # →ᐧᓂ→

18C8 ; 00B7 14C3 ; MA # ( ᣈ → ·ᓃ ) ÂM TIẾT CANADA NWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA NII # →ᐧᓃ→

18CA ; 00B7 14C4 ; MA # ( ᣊ → ·ᓄ ) ÂM TIẾT CANADA NWO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA KHÔNG # →ᐧᓄ→

18CC; 00B7 14C5 ; MA # ( ᣌ → ·ᓅ ) ÂM TIẾNG CANADA NWOO → DOT TRUNG CẤP, ÂM TIẾT CANADIAN NOO # →ᐧᓅ→

14CB ; 00B7 14C7 ; MA # ( ᓋ → ·ᓇ ) ÂM TIẾT CANADA NWA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA NA # →ᐧᓇ→

14CD ; 00B7 14C8 ; MA # ( ᓍ → ·ᓈ ) ÂM TIẾT CANADA NWAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA NAA # →ᐧᓈ→

14DC ; 00B7 14D3 ; MA # ( ᓜ → ·ᓓ ) ÂM TIẾT CANADA LWE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LE # →ᐧᓓ→

14DE ; 00B7 14D5 ; MA # ( ᓞ → ·ᓕ ) ÂM TIẾT CANADA LWI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LI # →ᐧᓕ→

14E0 ; 00B7 14D6 ; MA # ( ᓠ → ·ᓖ ) ÂM TIẾT CANADA LWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LII # →ᐧᓖ→

14E2 ; 00B7 14D7 ; MA # ( ᓢ → ·ᓗ ) ÂM TIẾT CANADA LWO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LO # →ᐧᓗ→

14E4 ; 00B7 14D8 ; MA # ( ᓤ → ·ᓘ ) ÂM TIẾT CANADA LWOO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LOO # →ᐧᓘ→

14E6 ; 00B7 14DA ; MA # ( ᓦ → ·ᓚ ) ÂM TIẾT CANADA LWA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LA # →ᐧᓚ→

14E8 ; 00B7 14DB ; MA # ( ᓨ → ·ᓛ ) ÂM TIẾT CANADA LWAA → DẤU CHẤM GIỮA, ÂM TIẾT CANADA LAA # →ᐧᓛ→

14F6 ; 00B7 14ED ; MA # ( ᓶ → ·ᓭ ) ÂM TIẾT CANADA SWE → DẤU CHẤM GIỮA, ÂM TIẾT CANADA SE # →ᐧᓭ→

14F8 ; 00B7 14EF ; MA # ( ᓸ → ·ᓯ ) ÂM TIẾT CANADA SWI → DẤU CHẤM GIỮA, ÂM TIẾT CANADA SI # →ᐧᓯ→

14FA ; 00B7 14F0 ; MA # ( ᓺ → ·ᓰ ) ÂM TIẾT CANADA SWII → DẤU CHẤM GIỮA, ÂM TIẾT CANADA SII # →ᐧᓰ→

14FC ; 00B7 14F1 ; MA # ( ᓼ → ·ᓱ ) ÂM TIẾT CANADA SWO → DẤU CHẤM GIỮA, ÂM TIẾT CANADA SO # →ᐧᓱ→

